image_url	id	sp	image_type	body_size	handedness	tentacle_number	crest_height	thumb_ratio	pink_purple	clear	body_color	gap	gonodendra	overlap	latitude	longitude	time_observed_at	observed_on	time_zone	user_id	created_at	updated_at	quality_grade	license	num_identification_agreements	num_identification_disagreements	url	observed_on_string	positioning_method	positioning_device	place_state_name	place_country_name
https://inaturalist-open-data.s3.amazonaws.com/photos/3560793/large.JPG	3088686	M	L	2	R	1	H	L	Y				Y		-36.920483	174.452683		2016-05-02	Auckland	58314	2016-05-03 07:17:34 +0000	2023-07-08 11:45:30 +0000	research	CC-BY	3	0	http://naturewatch.org.nz/observations/3088686	2016-05-02			Auckland	New Zealand
https://inaturalist-open-data.s3.amazonaws.com/photos/3184611/large.jpeg	2804124	M	L	2	R	1	L	M				Y			-37.01482773	175.8672943	2016-03-19 02:35:29 +0000	2016-03-19	Wellington	58205	2016-03-19 18:49:41 +0000	2020-08-16 08:20:26 +0000	research	CC-BY	4	2	http://naturewatch.org.nz/observations/2804124	2016-03-19 3:35:29 pm NZDT	gps	gps	Waikato	New Zealand
https://inaturalist-open-data.s3.amazonaws.com/photos/3534239/large.JPG	3067507	M	D	2	R	1	L	L							-36.961251	174.462801		2016-04-29	Auckland	58314	2016-04-30 23:10:09 +0000	2023-07-08 11:27:56 +0000	research	CC-BY	4	0	http://naturewatch.org.nz/observations/3067507	2016-04-29			Auckland	New Zealand
https://inaturalist-open-data.s3.amazonaws.com/photos/3855289/large.JPG	3337842	M	D	1	R	1	L								-36.953317	174.468072		2016-05-29	Auckland	58314	2016-05-30 07:19:17 +0000	2023-07-08 11:39:33 +0000	research	CC-BY	3	0	http://naturewatch.org.nz/observations/3337842	2016-05-29			Auckland	New Zealand
https://inaturalist-open-data.s3.amazonaws.com/photos/4038263/large.jpg	3474507		D	1	L	1	L	L				Y			-39.06972853	174.0179961	2016-06-17 01:03:51 +0000	2016-06-17	Auckland	261048	2016-06-18 01:05:06 +0000	2020-08-01 02:52:40 +0000	research	CC-BY-NC	3	1	http://www.inaturalist.org/observations/3474507	Fri Jun 17 2016 13:03:51 GMT+1200 (GMT+12)			Taranaki	New Zealand
https://inaturalist-open-data.s3.amazonaws.com/photos/4039734/large.jpeg	3475384	M	D	1	L	1	L	L							-39.071502	174.0168633	2016-06-17 01:11:35 +0000	2016-06-17	Wellington	84804	2016-06-18 04:11:48 +0000	2023-01-10 00:41:08 +0000	research	CC-BY	3	1	http://naturewatch.org.nz/observations/3475384	2016-06-17 1:11:35 pm NZST			Taranaki	New Zealand
https://static.inaturalist.org/photos/4057330/large.jpg	3488326	M	D	2	R	1	L	M				Y			-37.27660333	174.6505883	2016-05-15 00:37:00 +0000	2016-05-15	Auckland	261950	2016-06-20 09:24:18 +0000	2020-07-31 19:37:43 +0000	research		5	0	http://naturewatch.org.nz/observations/3488326	Sun May 15 2016 12:37:00 GMT+1200 (GMT+12)			Auckland	New Zealand
https://inaturalist-open-data.s3.amazonaws.com/photos/4339580/large.jpg	3734614	M	L	2	L	1	L								-41.22043062	174.7081481	2016-07-24 01:24:00 +0000	2016-07-24	Wellington	58338	2016-07-24 02:54:51 +0000	2020-07-31 19:37:44 +0000	research		3	0	http://naturewatch.org.nz/observations/3734614	2016/07/24 1:24 PM NZST			Wellington	New Zealand
https://static.inaturalist.org/photos/1221878/large.	968982	M	L	2	L	1	M	M	Y						-41.2202566	174.7132332		2013-08-08	Wellington	58338	2013-08-08 00:38:33 +0000	2021-12-16 09:48:29 +0000	research	CC-BY	3	0	http://naturewatch.org.nz/observations/367539	2013-08-08			Wellington	New Zealand
https://static.inaturalist.org/photos/1228597/large.	974099	M	L	2	R	1	M	M	Y			Y			-41.21866228	174.7003841		2013-10-15	Wellington	58338	2013-10-15 10:14:27 +0000	2021-12-16 09:49:33 +0000	research	CC-BY	3	0	http://naturewatch.org.nz/observations/372960	2013-10-15			Wellington	New Zealand
https://inaturalist-open-data.s3.amazonaws.com/photos/1335743/large.JPG	1065500	M	D	2	L	1	M	L	Y				M		-42.090089	171.338501		2014-11-03	Auckland	5302	2014-11-10 01:10:19 +0000	2022-10-10 08:17:45 +0000	research	CC-BY	2	0	http://naturewatch.org.nz/observations/1065500	2014-11-03			West Coast	New Zealand
https://inaturalist-open-data.s3.amazonaws.com/photos/3001641/large.JPG	2671112	U	L	2	L	1	M	L				Y			-34.751156	173.122646		2016-02-11	Auckland	125707	2016-02-11 23:47:54 +0000	2021-06-04 19:53:05 +0000	research	CC-BY-NC	3	0	http://naturewatch.org.nz/observations/2671112	2016-02-11			Northland	New Zealand
https://inaturalist-open-data.s3.amazonaws.com/photos/3170263/large.JPG	2793313	M	D	2	R	1	M	L				Y			-37.008575	174.587095		2016-03-16	Auckland	58314	2016-03-17 05:59:53 +0000	2023-07-08 12:29:48 +0000	research	CC-BY	3	0	http://naturewatch.org.nz/observations/2793313	2016-03-16			Auckland	New Zealand
https://inaturalist-open-data.s3.amazonaws.com/photos/3648701/large.JPG	3156184	M	D	2	L	1	M	L				Y			-39.098165	173.979481	2016-05-12 05:00:00 +0000	2016-05-12	Auckland	84804	2016-05-12 10:00:55 +0000	2023-01-10 00:41:08 +0000	research	CC-BY	3	0	http://naturewatch.org.nz/observations/3156184	2016-05-12 17:00			Taranaki	New Zealand
https://inaturalist-open-data.s3.amazonaws.com/photos/3686235/large.jpeg	3185578	M	L	2	R	1	M	L				Y			-39.114812	173.948636		2016-05-16	Auckland	187840	2016-05-16 05:29:28 +0000	2020-07-31 19:37:42 +0000	research	CC-BY-NC	5	0	http://www.inaturalist.org/observations/3185578	2016-05-16			Taranaki	New Zealand
https://inaturalist-open-data.s3.amazonaws.com/photos/4282397/large.jpeg	3691618	M	D	2	R	1	M	L				Y			-34.55169333	172.758445	2016-07-17 01:20:00 +0000	2016-07-17	Wellington	125707	2016-07-17 08:34:29 +0000	2020-07-31 19:37:43 +0000	research	CC-BY-NC	2	0	http://naturewatch.org.nz/observations/3691618	2016/07/17 1:20 PM NZST			Northland	New Zealand
