
61
Ind_0	0.0000000000	0.1647333992	0.1778996493	0.1791903808	0.1782840027	0.1809386672	0.1782157753	0.1756441089	0.1767072824	0.1700053208	0.1693327096	0.1691733612	0.1850874353	0.1995272048	0.1687576502	0.1871135344	0.1815498595	0.1652045187	0.1657613820	0.1918646683	0.2170193748	0.1678314910	0.1883914719	0.2213846348	0.1931989834	0.1759684616	0.1878741243	0.1739414308	0.1949807201	0.1854276967	0.1666565241	0.1693065723	0.1755265566	0.1806278346	0.1829540885	0.1879167430	0.1729768373	0.1785558651	0.1771396397	0.1757951703	0.1743021311	0.1725777376	0.1717344981	0.1773053563	0.1746209455	0.1973264379	0.1755820887	0.1740500542	0.1786928992	0.1715507899	0.1711819080	0.2020761158	0.2241950429	0.2175719994	0.1864898875	0.1714160796	0.1889810681	0.1902521082	0.1737391759	0.1730620635	0.1735575965
Ind_1	0.1647333992	0.0000000000	0.1775007183	0.1790296986	0.1779061189	0.1802892061	0.1782960013	0.1755257061	0.1764621746	0.1704034084	0.1696252749	0.1701298842	0.1843750205	0.1987012706	0.1709681759	0.1926430917	0.1801685397	0.1680418354	0.1693315907	0.1903333627	0.2146013772	0.1696799155	0.1854973619	0.2186385450	0.1910846236	0.1765127054	0.1875369379	0.1725309389	0.1928412064	0.1845300641	0.1662078619	0.1688595807	0.1752678486	0.1808659729	0.1833610021	0.1883326766	0.1736218515	0.1785363418	0.1761208285	0.1748993517	0.1730028933	0.1727816795	0.1717504494	0.1770035398	0.1755860965	0.1974178500	0.1748618711	0.1736149006	0.1773941158	0.1715803781	0.1712807338	0.2021438956	0.2221949129	0.2159723712	0.1872304615	0.1722650233	0.1884315515	0.1906207807	0.1736058134	0.1735694963	0.1747563276
Ind_2	0.1778996493	0.1775007183	0.0000000000	0.1749994513	0.1743336078	0.1761507810	0.1745785691	0.1729456151	0.1738982576	0.1798257648	0.1793838220	0.1791595152	0.1912318553	0.2053647298	0.1786461985	0.2028742717	0.1888176811	0.1773796922	0.1782613910	0.1967250761	0.2224210857	0.1818569429	0.1942661259	0.2247166900	0.1983552150	0.1831910345	0.1918907142	0.1813514711	0.1986703589	0.1903037264	0.1769043803	0.1787531793	0.1843994805	0.1879031473	0.1903760056	0.1947443626	0.1813001151	0.1872246370	0.1853083966	0.1835292048	0.1829497276	0.1807517298	0.1798266561	0.1833249041	0.1822474936	0.1947456353	0.1819527977	0.1812261315	0.1846080594	0.1796130375	0.1795181811	0.2074857165	0.2262966978	0.2197652983	0.1925112460	0.1788657992	0.1923003205	0.1927809260	0.1780829377	0.1781370325	0.1786922871
Ind_3	0.1791903808	0.1790296986	0.1749994513	0.0000000000	0.1753291115	0.1773280633	0.1758341066	0.1745131041	0.1747577085	0.1815333112	0.1808509863	0.1808580017	0.1920917330	0.2061625153	0.1804810628	0.2043960078	0.1895604896	0.1789029205	0.1793237226	0.1977087135	0.2229069386	0.1827484136	0.1950343209	0.2255292230	0.1985505065	0.1840614313	0.1928479655	0.1820445029	0.1991327212	0.1908579154	0.1788094713	0.1804592718	0.1859335095	0.1889668754	0.1913609804	0.1958929286	0.1827895740	0.1887037432	0.1864017042	0.1852888257	0.1839611233	0.1824797075	0.1813006085	0.1841534816	0.1833409802	0.1969148184	0.1830626028	0.1818230858	0.1853225060	0.1811106212	0.1805898421	0.2082765729	0.2266857027	0.2205914986	0.1937012495	0.1805989514	0.1932873046	0.1942929024	0.1794967050	0.1794027386	0.1801482609
Ind_4	0.1782840027	0.1779061189	0.1743336078	0.1753291115	0.0000000000	0.1761563917	0.1754432382	0.1730220110	0.1728395982	0.1804573967	0.1794602239	0.1796175046	0.1916335632	0.2052800483	0.1795329327	0.2037913453	0.1889212774	0.1781884013	0.1786842481	0.1966477722	0.2223895707	0.1819453946	0.1946175854	0.2248369492	0.1979998315	0.1833633057	0.1920168778	0.1811706205	0.1987751799	0.1900148585	0.1772574180	0.1792797078	0.1849081542	0.1881732302	0.1906941772	0.1954374994	0.1818777623	0.1877655910	0.1856110308	0.1843982169	0.1830111377	0.1814118929	0.1801612494	0.1829579700	0.1825923675	0.1959249649	0.1825910320	0.1808356177	0.1846037961	0.1802897364	0.1797008407	0.2077938714	0.2262193862	0.2199141781	0.1929411819	0.1793418750	0.1929849029	0.1934772475	0.1785775697	0.1781752128	0.1792000134
Ind_5	0.1809386672	0.1802892061	0.1761507810	0.1773280633	0.1761563917	0.0000000000	0.1772493650	0.1757530247	0.1765182392	0.1825604846	0.1816785210	0.1817123089	0.1933139166	0.2065053677	0.1814851986	0.2062234276	0.1904037239	0.1803158601	0.1807560225	0.1982117918	0.2234789157	0.1847644425	0.1962129917	0.2262806380	0.1997886131	0.1851226899	0.1934417319	0.1836803554	0.2003177333	0.1919265319	0.1794182271	0.1818160447	0.1863638731	0.1897075868	0.1922461134	0.1965477406	0.1838196274	0.1895227045	0.1873086772	0.1857204188	0.1846986142	0.1836077458	0.1825565007	0.1853923776	0.1846116765	0.1972509253	0.1843372341	0.1829325969	0.1866033313	0.1822906195	0.1821195093	0.2086362059	0.2270878396	0.2209447953	0.1942662279	0.1813066143	0.1940939779	0.1952510167	0.1805118859	0.1805576878	0.1812334641
Ind_6	0.1782157753	0.1782960013	0.1745785691	0.1758341066	0.1754432382	0.1772493650	0.0000000000	0.1733904073	0.1742991251	0.1796403732	0.1793333226	0.1791016703	0.1918428014	0.2052816350	0.1785891940	0.2028255875	0.1888303474	0.1775576111	0.1783327677	0.1968951198	0.2225446621	0.1817415557	0.1947059473	0.2247252293	0.1979197551	0.1828404919	0.1915814071	0.1811661277	0.1990537958	0.1902212946	0.1775074368	0.1790971286	0.1845888187	0.1881253735	0.1904462366	0.1949396572	0.1817183464	0.1873588112	0.1855417908	0.1835714302	0.1826867739	0.1810264403	0.1799920894	0.1830381676	0.1819974884	0.1949964734	0.1820221697	0.1810112357	0.1844653840	0.1797932616	0.1794841484	0.2074324640	0.2262922134	0.2197652175	0.1921499449	0.1790353727	0.1924669953	0.1931324487	0.1792868023	0.1786413559	0.1787650677
Ind_7	0.1756441089	0.1755257061	0.1729456151	0.1745131041	0.1730220110	0.1757530247	0.1733904073	0.0000000000	0.1724585998	0.1774832537	0.1773809156	0.1769953220	0.1903248128	0.2045229808	0.1766299159	0.2006594117	0.1874245273	0.1749624753	0.1757849115	0.1953085976	0.2213409130	0.1795076486	0.1933839532	0.2238018650	0.1966622761	0.1811066051	0.1902515280	0.1792399993	0.1975261915	0.1888145775	0.1749383259	0.1770483329	0.1828398071	0.1864883810	0.1888909750	0.1932472096	0.1796391450	0.1856054785	0.1838345500	0.1820053992	0.1812109217	0.1792419139	0.1777306689	0.1811635992	0.1800938902	0.1937466214	0.1804445058	0.1788354401	0.1827517545	0.1777739423	0.1771768834	0.2061065632	0.2252518723	0.2186931081	0.1906770787	0.1765532568	0.1907016583	0.1914767811	0.1762942573	0.1757759409	0.1761980485
Ind_8	0.1767072824	0.1764621746	0.1738982576	0.1747577085	0.1728395982	0.1765182392	0.1742991251	0.1724585998	0.0000000000	0.1783431311	0.1780214697	0.1778961504	0.1910308300	0.2050799379	0.1777405744	0.2016786132	0.1883868005	0.1758850576	0.1767218965	0.1959536853	0.2215214167	0.1803347809	0.1936924713	0.2244203404	0.1972253463	0.1816893041	0.1909123015	0.1798863805	0.1980742195	0.1894231266	0.1758360964	0.1777610946	0.1834747810	0.1872005217	0.1893365192	0.1943374128	0.1808800781	0.1864154876	0.1844410686	0.1826286163	0.1816979889	0.1798260410	0.1784887257	0.1818048128	0.1808055902	0.1940390281	0.1811183392	0.1800016490	0.1831417738	0.1785506506	0.1778652994	0.2068540975	0.2258133492	0.2194467232	0.1919098881	0.1774922726	0.1915576764	0.1923017463	0.1774075977	0.1770123690	0.1776458017
Ind_9	0.1700053208	0.1704034084	0.1798257648	0.1815333112	0.1804573967	0.1825604846	0.1796403732	0.1774832537	0.1783431311	0.0000000000	0.1703810368	0.1707534499	0.1884656173	0.2022518804	0.1715877512	0.1940014881	0.1849120527	0.1702889352	0.1707429946	0.1936158094	0.2192392078	0.1757635796	0.1912510752	0.2228713233	0.1961320735	0.1790167234	0.1890541940	0.1774303430	0.1961561387	0.1870210154	0.1690278913	0.1712434148	0.1779885330	0.1838997605	0.1861116829	0.1903567485	0.1762976707	0.1790068589	0.1789257378	0.1765480289	0.1757797609	0.1740085139	0.1731595413	0.1787349732	0.1748900397	0.1967428169	0.1779946658	0.1776021109	0.1809423043	0.1734897376	0.1729005057	0.2029762448	0.2244397376	0.2171784880	0.1876747551	0.1740163499	0.1884937992	0.1905702282	0.1765422253	0.1749727823	0.1749282508
